Name,Year,Type,Genre,MovieScore,Metascore,Duration,MovieColor,MovieLanguage,MovieWorldwideGross,MovieURL,Total_Votes
xXx: Return of Xander Cage ,2017,Movie,"['Action', 'Adventure', 'Thriller']",5.2,42,107,Color,English,346118277,https://www.imdb.com/title/tt1293847/,79264
Holes ,2003,Movie,"['Adventure', 'Comedy', 'Drama', 'Family', 'Mystery']",7,71,117, Black and White,English,71406573,https://www.imdb.com/title/tt0311289/,71036
The Punisher ,2004,Movie,"['Action', 'Crime', 'Drama', 'Thriller']",6.4,33,124,Color,English,54700105,https://www.imdb.com/title/tt0330793/,143443
On Becoming a God in Central Florida,-,TV Series,['Comedy'],7.4,0,0,Color,English,0,https://www.imdb.com/title/tt6398232/,502
The Sisterhood of the Traveling Pants ,2005,Movie,"['Comedy', 'Drama', 'Romance']",6.5,66,119,Color,English,42013878,https://www.imdb.com/title/tt0403508/,51440
Men in Black II ,2002,Movie,"['Action', 'Adventure', 'Comedy', 'Mystery', 'Sci-Fi']",6.2,49,88,Color,English,445135288,https://www.imdb.com/title/tt0120912/,319403
Newness ,2017,Movie,"['Drama', 'Romance']",6.4,50,117,Color,English,124783,https://www.imdb.com/title/tt6408226/,9907
Fortitude,-,TV Series,"['Drama', 'Horror', 'Mystery', 'Thriller']",7.4,0,60,Color,English,0,https://www.imdb.com/title/tt3498622/,17845
The Lego Movie ,2014,Movie,"['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Fantasy']",7.8,83,100,Color,English,468060692,https://www.imdb.com/title/tt1490017/,307461
Never Back Down ,2008,Movie,"['Action', 'Drama', 'Sport']",6.6,39,110,Color,English,41627431,https://www.imdb.com/title/tt1023111/,91516
The Fighter ,2010,Movie,"['Biography', 'Drama', 'Sport']",7.8,79,116,Color,English,129190869,https://www.imdb.com/title/tt0964517/,319253
Liu lang di qiu ,2019,Movie,"['Action', 'Drama', 'Sci-Fi']",6.1,57,125,Color,Mandarin,699760773,https://www.imdb.com/title/tt7605074/,20325
Brian Banks ,2018,Movie,"['Biography', 'Drama', 'Sport']",6.5,58,99,Color,English,4221429,https://www.imdb.com/title/tt3920820/,502
Gräns ,2018,Movie,"['Crime', 'Drama', 'Fantasy', 'Romance', 'Thriller']",7,75,110,Color,Swedish,2053573,https://www.imdb.com/title/tt5501104/,14210
Alien: Resurrection ,1997,Movie,"['Action', 'Horror', 'Sci-Fi']",6.2,63,109,Color,English,161376068,https://www.imdb.com/title/tt0118583/,213583
Pretty Baby ,1978,Movie,['Drama'],6.6,66,110,Color,English,5786368,https://www.imdb.com/title/tt0078111/,9028
Seven Pounds ,2008,Movie,"['Drama', 'Romance']",7.6,36,123,Color,English,168168201,https://www.imdb.com/title/tt0814314/,270929
Pearl Harbor ,2001,Movie,"['Action', 'Drama', 'History', 'Romance', 'War']",6.2,44,183,Color,English,449220945,https://www.imdb.com/title/tt0213149/,295476
The Crow ,1994,Movie,"['Action', 'Drama', 'Fantasy']",7.6,71,102,Color,English,50693129,https://www.imdb.com/title/tt0109506/,156767
The Italian Job ,2003,Movie,"['Action', 'Crime', 'Thriller']",7,68,111,Color,English,176070171,https://www.imdb.com/title/tt0317740/,325097
American Pie 2 ,2001,Movie,['Comedy'],6.4,43,108,Color,English,287553595,https://www.imdb.com/title/tt0252866/,227390
Despicable Me 3 ,2017,Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",6.3,49,89,Color,English,1034799409,https://www.imdb.com/title/tt3469046/,96291
The Little Hours ,2017,Movie,"['Comedy', 'Romance']",5.8,69,90,Color,English,1647175,https://www.imdb.com/title/tt5666304/,16210
Lucas ,1986,Movie,"['Comedy', 'Drama', 'Romance']",6.9,75,100,Color,English,8200000,https://www.imdb.com/title/tt0091445/,13629
Vanilla Sky ,2001,Movie,"['Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",6.9,45,136,Color,English,203388341,https://www.imdb.com/title/tt0259711/,236107
A Nightmare on Elm Street ,2010,Movie,"['Crime', 'Drama', 'Horror', 'Mystery']",5.2,35,95,Color,English,115664037,https://www.imdb.com/title/tt1179056/,86367
Deepwater Horizon ,2016,Movie,"['Action', 'Drama', 'History', 'Thriller']",7.1,68,107,Color,English,121790373,https://www.imdb.com/title/tt1860357/,135647
Mr. Nobody ,2009,Movie,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",7.8,63,141,Color,English,3549016,https://www.imdb.com/title/tt0485947/,199899
Floris,-,TV Series,"['Action', 'Adventure', 'History']",8,0,30, Black and White,Dutch,0,https://www.imdb.com/title/tt0063897/,618
Joey,-,TV Series,"['Comedy', 'Romance']",5.9,0,22,Color,English,0,https://www.imdb.com/title/tt0375355/,39392
Evil Dead ,2013,Movie,"['Fantasy', 'Horror', 'Thriller']",6.5,57,91,Color,English,97542952,https://www.imdb.com/title/tt1288558/,147715
Aloha ,2015,Movie,"['Comedy', 'Drama', 'Romance']",5.4,40,105,Color,English,26250020,https://www.imdb.com/title/tt1243974/,55934
Ghost ,1990,Movie,"['Drama', 'Fantasy', 'Romance', 'Thriller']",7,52,127,Color,English,505706694,https://www.imdb.com/title/tt0099653/,181392
Finding Dory ,2016,Movie,"['Animation', 'Adventure', 'Comedy', 'Family']",7.3,77,97,Color,English,1028570889,https://www.imdb.com/title/tt2277860/,217684
Pirates of the Caribbean: Dead Man's Chest ,2006,Movie,"['Action', 'Adventure', 'Fantasy']",7.3,53,151,Color,English,1066179725,https://www.imdb.com/title/tt0383574/,618767
Genius,-,TV Series,"['Biography', 'Drama', 'History']",8.4,0,43,Color,English,0,https://www.imdb.com/title/tt5673782/,14463
Sweeney Todd: The Demon Barber of Fleet Street ,2007,Movie,"['Drama', 'Horror', 'Musical', 'Thriller']",7.3,83,116,Color,English,152523164,https://www.imdb.com/title/tt0408236/,325168
Youngblood ,1986,Movie,"['Drama', 'Romance', 'Sport']",6.2,51,110,Color,English,15448384,https://www.imdb.com/title/tt0092272/,11523
The Doors ,1991,Movie,"['Biography', 'Drama', 'Music']",7.2,62,140,Color,English,34416893,https://www.imdb.com/title/tt0101761/,78751
Raven's Home,-,TV Series,"['Comedy', 'Family']",7.5,0,22,Color,English,0,https://www.imdb.com/title/tt6311972/,1873
Red Joan ,2018,Movie,"['Biography', 'Drama', 'Romance']",6.3,45,101,Color,English,10171880,https://www.imdb.com/title/tt7615302/,3795
South Side,-,TV Series,['Comedy'],7.2,0,0,Color,English,0,https://www.imdb.com/title/tt9272514/,195
The Abyss ,1989,Movie,"['Adventure', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",7.6,62,145,Color,English,90000098,https://www.imdb.com/title/tt0096754/,152883
Florida Girls,-,TV Series,['Comedy'],6.6,0,0,Color,English,0,https://www.imdb.com/title/tt8548870/,172
The First Purge ,2018,Movie,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",5.1,54,98,Color,English,137056262,https://www.imdb.com/title/tt6133466/,44072
Green Room ,2015,Movie,"['Horror', 'Music', 'Thriller']",7,79,95,Color,English,3769214,https://www.imdb.com/title/tt4062536/,92990
Robin Hood ,2010,Movie,"['Action', 'Drama', 'History', 'Romance']",6.6,53,140,Color,English,321669741,https://www.imdb.com/title/tt0955308/,241341
Shot Caller ,2017,Movie,"['Crime', 'Drama', 'Thriller']",7.3,59,121,Color,English,3440362,https://www.imdb.com/title/tt4633690/,60624
Insurgent ,2015,Movie,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",6.2,42,119,Color,English,297002527,https://www.imdb.com/title/tt2908446/,202200
The Space Between Us ,2017,Movie,"['Drama', 'Romance', 'Sci-Fi']",6.4,33,120,Color,English,14793385,https://www.imdb.com/title/tt3922818/,42475
Kick-Ass 2 ,2013,Movie,"['Action', 'Adventure', 'Comedy', 'Crime', 'Thriller']",6.5,41,103,Color,English,60795985,https://www.imdb.com/title/tt1650554/,241486
Mighty Morphin Power Rangers,-,TV Series,"['Action', 'Adventure', 'Family', 'Fantasy', 'Sci-Fi']",6.4,0,30,Color,English,0,https://www.imdb.com/title/tt0106064/,18916
Capricorn One ,1977,Movie,"['Action', 'Thriller']",6.9,0,123,Color,English,0,https://www.imdb.com/title/tt0077294/,18793
Thirteen ,2003,Movie,['Drama'],6.8,70,100,Color,English,10128960,https://www.imdb.com/title/tt0328538/,76357
Jumper ,2008,Movie,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",6.1,35,88,Color,English,222231186,https://www.imdb.com/title/tt0489099/,274276
Raising Arizona ,1987,Movie,"['Comedy', 'Crime']",7.3,68,94,Color,English,29180280,https://www.imdb.com/title/tt0093822/,117873
Big Love,-,TV Series,['Drama'],7.5,0,60,Color,English,0,https://www.imdb.com/title/tt0421030/,19255
Brazil ,1985,Movie,"['Drama', 'Sci-Fi']",7.9,88,132,Color,English,9947816,https://www.imdb.com/title/tt0088846/,176859
Melancholia ,2011,Movie,"['Drama', 'Sci-Fi']",7.1,80,135,Color,English,15946321,https://www.imdb.com/title/tt1527186/,155137
Major League ,1989,Movie,"['Comedy', 'Sport']",7.2,62,107,Color,English,49797148,https://www.imdb.com/title/tt0097815/,57609
Diagnosis Murder,-,TV Series,"['Crime', 'Mystery', 'Drama']",6.8,0,45,Color,English,0,https://www.imdb.com/title/tt0105986/,5747
Step by Step,-,TV Series,"['Comedy', 'Family', 'Romance']",6.5,0,30,Color,English,0,https://www.imdb.com/title/tt0101205/,11406
The Spectacular Now ,2013,Movie,"['Comedy', 'Drama', 'Romance']",7.1,82,95,Color,English,6918591,https://www.imdb.com/title/tt1714206/,135502
Uncle Drew ,2018,Movie,"['Comedy', 'Sport']",5.7,57,103,Color,English,46664414,https://www.imdb.com/title/tt7334528/,10333
Nikita,-,TV Series,"['Action', 'Crime', 'Drama', 'Thriller']",7.7,0,60,Color,English,0,https://www.imdb.com/title/tt1592154/,46708
Channel Zero,-,TV Series,"['Drama', 'Horror', 'Mystery', 'Thriller']",7.2,0,44,Color,English,0,https://www.imdb.com/title/tt4820370/,7550
Lights Out ,2016,Movie,"['Drama', 'Horror', 'Mystery', 'Thriller']",6.3,58,81,Color,English,148868835,https://www.imdb.com/title/tt4786282/,103039
The Sorcerer's Apprentice ,2010,Movie,"['Action', 'Adventure', 'Family', 'Fantasy']",6.1,46,109,Color,English,0,https://www.imdb.com/title/tt0963966/,145079
Career Opportunities ,1991,Movie,"['Comedy', 'Romance']",5.9,41,83,Color,English,11336986,https://www.imdb.com/title/tt0101545/,8889
Republic of Doyle,-,TV Series,"['Comedy', 'Crime', 'Drama']",7.2,0,60,Color,English,0,https://www.imdb.com/title/tt1297754/,2806
Manbiki kazoku ,2018,Movie,"['Crime', 'Drama']",8,93,121,Color,Japanese,68026414,https://www.imdb.com/title/tt8075192/,36303
Unforgettable,-,TV Series,"['Crime', 'Drama', 'Mystery']",6.7,0,60,Color,English,0,https://www.imdb.com/title/tt1842530/,14918
The Death and Life of John F. Donovan ,2018,Movie,['Drama'],6.3,28,123,Color,English,0,https://www.imdb.com/title/tt4042818/,1294
El secreto de sus ojos ,2009,Movie,"['Drama', 'Mystery', 'Romance', 'Thriller']",8.2,80,129,Color,Spanish,0,https://www.imdb.com/title/tt1305806/,175346
Pitch Perfect 3 ,2017,Movie,"['Comedy', 'Music']",5.8,40,93,Color,English,0,https://www.imdb.com/title/tt4765284/,46785
The Amazing World of Gumball,-,TV Series,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",8.1,0,11,Color,English,0,https://www.imdb.com/title/tt1942683/,16824
Sword Art Online,-,TV Series,"['Animation', 'Action', 'Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'Thriller']",7.7,0,24,Color,Japanese,0,https://www.imdb.com/title/tt2250192/,30376
Planet of the Apes ,2001,Movie,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",5.7,50,119,Color,English,0,https://www.imdb.com/title/tt0133152/,202809
I Feel Pretty ,2018,Movie,"['Comedy', 'Romance']",5.5,48,110,Color,English,0,https://www.imdb.com/title/tt6791096/,41621
The Cloverfield Paradox ,2018,Movie,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",5.5,37,102,Color,English,0,https://www.imdb.com/title/tt2548396/,85240
Captain Phillips ,2013,Movie,"['Biography', 'Drama', 'Thriller']",7.8,83,134,Color,English,0,https://www.imdb.com/title/tt1535109/,391572
A Perfect World ,1993,Movie,"['Crime', 'Drama', 'Thriller']",7.6,71,138,Color,English,0,https://www.imdb.com/title/tt0107808/,68596
Vertigo ,1958,Movie,"['Mystery', 'Romance', 'Thriller']",8.3,100,128,Color,English,0,https://www.imdb.com/title/tt0052357/,326131
Just Shoot Me!,-,TV Series,['Comedy'],6.8,0,30,Color,English,0,https://www.imdb.com/title/tt0118364/,16271
Private School ,1983,Movie,"['Comedy', 'Romance']",5.3,25,89,Color,English,14049540,https://www.imdb.com/title/tt0086143/,5301
Six,-,TV Series,"['Action', 'Drama', 'History', 'War']",7.3,0,0,Color,English,0,https://www.imdb.com/title/tt5541338/,9625
Ferdinand ,2017,Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",6.7,58,108,Color,English,0,https://www.imdb.com/title/tt3411444/,41562
Criminal ,2016,Movie,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",6.3,36,113,Color,English,0,https://www.imdb.com/title/tt3014866/,52743
Teenage Mutant Ninja Turtles ,1990,Movie,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",6.8,51,93,Color,English,0,https://www.imdb.com/title/tt0100758/,79282
Home and Away,-,TV Series,"['Drama', 'Romance']",5,0,22,Color,English,0,https://www.imdb.com/title/tt0094481/,5131
Anna Karenina ,2012,Movie,"['Drama', 'Romance']",6.6,63,129,Color,English,0,https://www.imdb.com/title/tt1781769/,85611
Teenage Mutant Ninja Turtles: Out of the Shadows ,2016,Movie,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",6,40,112,Color,English,0,https://www.imdb.com/title/tt3949660/,78334
Little Woods ,2018,Movie,"['Crime', 'Drama', 'Western']",6.1,74,105,Color,English,0,https://www.imdb.com/title/tt6418918/,1103
All About Eve ,1950,Movie,['Drama'],8.2,98,138, Black and White,English,150438,https://www.imdb.com/title/tt0042192/,110948
Night at the Museum ,2006,Movie,"['Adventure', 'Comedy', 'Family', 'Fantasy']",6.4,48,108,Color,English,0,https://www.imdb.com/title/tt0477347/,290733
Lawless ,2012,Movie,"['Crime', 'Drama']",7.3,58,116,Color,English,0,https://www.imdb.com/title/tt1212450/,215680
Liar Liar ,1997,Movie,"['Comedy', 'Fantasy']",6.9,70,86,Color,English,0,https://www.imdb.com/title/tt0119528/,262929
Swingers ,1996,Movie,"['Comedy', 'Drama']",7.2,71,96,Color,English,0,https://www.imdb.com/title/tt0117802/,71715
American Housewife,-,TV Series,['Comedy'],7.3,0,30,Color,English,0,https://www.imdb.com/title/tt5396394/,6025
Counterpart,-,TV Series,"['Drama', 'Sci-Fi', 'Thriller']",8.1,0,60,Color,English,0,https://www.imdb.com/title/tt4643084/,17247
TURN,-,TV Series,"['Drama', 'History', 'War']",8.1,0,60,Color,English,0,https://www.imdb.com/title/tt2543328/,17868
Numb3rs,-,TV Series,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.9,0,43,Color,English,0,https://www.imdb.com/title/tt0433309/,37472
Project Blue Book,-,TV Series,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",7.6,0,45,Color,English,0,https://www.imdb.com/title/tt6632666/,5512
The Huntsman: Winter's War ,2016,Movie,"['Action', 'Adventure', 'Drama', 'Fantasy']",6.1,35,114,Color,English,0,https://www.imdb.com/title/tt2381991/,89169
A Walk to Remember ,2002,Movie,"['Drama', 'Romance']",7.4,35,101,Color,English,0,https://www.imdb.com/title/tt0281358/,189823
My So-Called Life,-,TV Series,"['Comedy', 'Drama', 'Romance']",8.3,0,60,Color,English,0,https://www.imdb.com/title/tt0108872/,17927
Gangster Squad ,2013,Movie,"['Action', 'Crime', 'Drama', 'Thriller']",6.7,40,113,Color,English,0,https://www.imdb.com/title/tt1321870/,196954
I Feel Pretty ,2018,Movie,"['Comedy', 'Romance']",5.5,48,110,Color,English,0,https://www.imdb.com/title/tt6791096/,41621
The Cloverfield Paradox ,2018,Movie,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",5.5,37,102,Color,English,0,https://www.imdb.com/title/tt2548396/,85240
Captain Phillips ,2013,Movie,"['Biography', 'Drama', 'Thriller']",7.8,83,134,Color,English,218791811,https://www.imdb.com/title/tt1535109/,391572
A Perfect World ,1993,Movie,"['Crime', 'Drama', 'Thriller']",7.6,71,138,Color,English,135130999,https://www.imdb.com/title/tt0107808/,68596
Vertigo ,1958,Movie,"['Mystery', 'Romance', 'Thriller']",8.3,100,128,Color,English,7779797,https://www.imdb.com/title/tt0052357/,326131
Just Shoot Me!,-,TV Series,['Comedy'],6.8,0,30,Color,English,0,https://www.imdb.com/title/tt0118364/,16271
Private School ,1983,Movie,"['Comedy', 'Romance']",5.3,25,89,Color,English,0,https://www.imdb.com/title/tt0086143/,5301
Six,-,TV Series,"['Action', 'Drama', 'History', 'War']",7.3,0,0,Color,English,0,https://www.imdb.com/title/tt5541338/,9625
Ferdinand ,2017,Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",6.7,58,108,Color,English,296069199,https://www.imdb.com/title/tt3411444/,41562
Criminal ,2016,Movie,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",6.3,36,113,Color,English,38803993,https://www.imdb.com/title/tt3014866/,52743
Teenage Mutant Ninja Turtles ,1990,Movie,"['Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",6.8,51,93,Color,English,201965915,https://www.imdb.com/title/tt0100758/,79282
Home and Away,-,TV Series,"['Drama', 'Romance']",5,0,22,Color,English,0,https://www.imdb.com/title/tt0094481/,5131
Anna Karenina ,2012,Movie,"['Drama', 'Romance']",6.6,63,129,Color,English,68929150,https://www.imdb.com/title/tt1781769/,85611
Teenage Mutant Ninja Turtles: Out of the Shadows ,2016,Movie,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",6,40,112,Color,English,0,https://www.imdb.com/title/tt3949660/,78334
Little Woods ,2018,Movie,"['Crime', 'Drama', 'Western']",6.1,74,105,Color,English,171592,https://www.imdb.com/title/tt6418918/,1103
All About Eve ,1950,Movie,['Drama'],8.2,98,138, Black and White,English,0,https://www.imdb.com/title/tt0042192/,110948
Night at the Museum ,2006,Movie,"['Adventure', 'Comedy', 'Family', 'Fantasy']",6.4,48,108,Color,English,0,https://www.imdb.com/title/tt0477347/,290733
Lawless ,2012,Movie,"['Crime', 'Drama']",7.3,58,116,Color,English,0,https://www.imdb.com/title/tt1212450/,215680
Liar Liar ,1997,Movie,"['Comedy', 'Fantasy']",6.9,70,86,Color,English,302710615,https://www.imdb.com/title/tt0119528/,262929
Swingers ,1996,Movie,"['Comedy', 'Drama']",7.2,71,96,Color,English,0,https://www.imdb.com/title/tt0117802/,71715
American Housewife,-,TV Series,['Comedy'],7.3,0,30,Color,English,0,https://www.imdb.com/title/tt5396394/,6025
Counterpart,-,TV Series,"['Drama', 'Sci-Fi', 'Thriller']",8.1,0,60,Color,English,0,https://www.imdb.com/title/tt4643084/,17247
TURN,-,TV Series,"['Drama', 'History', 'War']",8.1,0,60,Color,English,0,https://www.imdb.com/title/tt2543328/,17868
Numb3rs,-,TV Series,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.9,0,43,Color,English,0,https://www.imdb.com/title/tt0433309/,37472
Project Blue Book,-,TV Series,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",7.6,0,45,Color,English,0,https://www.imdb.com/title/tt6632666/,5512
The Huntsman: Winter's War ,2016,Movie,"['Action', 'Adventure', 'Drama', 'Fantasy']",6.1,35,114,Color,English,164989338,https://www.imdb.com/title/tt2381991/,89169
A Walk to Remember ,2002,Movie,"['Drama', 'Romance']",7.4,35,101,Color,English,47494916,https://www.imdb.com/title/tt0281358/,189824
My So-Called Life,-,TV Series,"['Comedy', 'Drama', 'Romance']",8.3,0,60,Color,English,0,https://www.imdb.com/title/tt0108872/,17927
Gangster Squad ,2013,Movie,"['Action', 'Crime', 'Drama', 'Thriller']",6.7,40,113,Color,English,105200903,https://www.imdb.com/title/tt1321870/,196957
Ghostbusters II ,1989,Movie,"['Action', 'Comedy', 'Fantasy', 'Sci-Fi']",6.6,56,108,Color,English,215394738,https://www.imdb.com/title/tt0097428/,169678
Addams Family Values ,1993,Movie,"['Comedy', 'Fantasy']",6.7,62,94,Color,English,48919043,https://www.imdb.com/title/tt0106220/,70440
National Lampoon's Vacation ,1983,Movie,"['Adventure', 'Comedy']",7.4,55,98,Color,English,61399552,https://www.imdb.com/title/tt0085995/,87979
The Hunt for Red October ,1990,Movie,"['Action', 'Adventure', 'Thriller']",7.6,58,135,Color,English,200512643,https://www.imdb.com/title/tt0099810/,166156
Red Dawn ,1984,Movie,"['Action', 'Drama']",6.4,55,114,Color,English,0,https://www.imdb.com/title/tt0087985/,47938
Daddy's Home 2 ,2017,Movie,['Comedy'],6,30,100,Color,English,203394220,https://www.imdb.com/title/tt5657846/,50790
Hinterland,-,TV Series,"['Crime', 'Drama', 'Mystery']",7.6,0,90,Color,Welsh,0,https://www.imdb.com/title/tt2575968/,8209
Walk the Line ,2005,Movie,"['Biography', 'Drama', 'Music', 'Romance']",7.8,72,136,Color,English,186438883,https://www.imdb.com/title/tt0358273/,214950
Tremors ,1990,Movie,"['Comedy', 'Horror']",7.1,65,96,Color,English,0,https://www.imdb.com/title/tt0100814/,109518
Steve Jobs ,2015,Movie,"['Biography', 'Drama']",7.2,82,122,Color,English,34441873,https://www.imdb.com/title/tt2080374/,140506
The Texas Chainsaw Massacre ,2003,Movie,['Horror'],6.2,38,98, Black and White,English,107362708,https://www.imdb.com/title/tt0324216/,123999
Bewitched,-,TV Series,"['Comedy', 'Family', 'Fantasy', 'Romance']",7.5,0,25, Black and White,English,0,https://www.imdb.com/title/tt0057733/,14858
Jack Ryan: Shadow Recruit ,2014,Movie,"['Action', 'Drama', 'Thriller']",6.2,57,105,Color,English,135503748,https://www.imdb.com/title/tt1205537/,116055
The Passion of the Christ ,2004,Movie,['Drama'],7.1,47,127,Color,Aramaic,610061517,https://www.imdb.com/title/tt0335345/,202615
Las chicas del cable,-,TV Series,['Drama'],7.8,0,50,Color,Spanish,0,https://www.imdb.com/title/tt5674718/,8338
Wayward Pines,-,TV Series,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",7.4,0,60,Color,English,0,https://www.imdb.com/title/tt2618986/,49178
EastEnders,-,TV Series,"['Crime', 'Drama', 'Romance']",4.7,0,30,Color,English,0,https://www.imdb.com/title/tt0088512/,7034
Take Me Home Tonight ,2011,Movie,"['Comedy', 'Drama', 'Romance']",6.3,42,97,Color,English,7550073,https://www.imdb.com/title/tt0810922/,49031
A Dog's Way Home ,2019,Movie,"['Adventure', 'Drama', 'Family']",6.7,50,96,Color,English,76087556,https://www.imdb.com/title/tt7616798/,9101
Shrek 2 ,2004,Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Romance']",7.2,75,93,Color,English,923075336,https://www.imdb.com/title/tt0298148/,387841
Lifeforce ,1985,Movie,"['Action', 'Horror', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",6.1,50,101,Color,English,11603545,https://www.imdb.com/title/tt0089489/,20357
Fried Green Tomatoes ,1991,Movie,['Drama'],7.7,64,130,Color,English,119418501,https://www.imdb.com/title/tt0101921/,62028
Nine 1/2 Weeks ,1986,Movie,"['Drama', 'Romance']",6,50,117,Color,English,6735922,https://www.imdb.com/title/tt0091635/,34862
Mallrats ,1995,Movie,"['Comedy', 'Romance']",7.1,41,94,Color,English,2122561,https://www.imdb.com/title/tt0113749/,110138
Scent of a Woman ,1992,Movie,['Drama'],8,59,156,Color,English,134095253,https://www.imdb.com/title/tt0105323/,235960
Super Mario Bros. ,1993,Movie,"['Adventure', 'Comedy', 'Family', 'Fantasy', 'Sci-Fi']",4,0,104,Color,English,20915465,https://www.imdb.com/title/tt0108255/,45964
Sin City: A Dame to Kill For ,2014,Movie,"['Action', 'Crime', 'Thriller']",6.5,46,102, Black and White,English,39407616,https://www.imdb.com/title/tt0458481/,142532
Brave ,2012,Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",7.1,69,93,Color,English,538983207,https://www.imdb.com/title/tt1217209/,343737
Under Siege ,1992,Movie,"['Action', 'Thriller']",6.5,58,103,Color,English,156563139,https://www.imdb.com/title/tt0105690/,71591
Tom Jones ,1963,Movie,"['Adventure', 'Comedy', 'History']",6.5,0,129,Color,English,0,https://www.imdb.com/title/tt0057590/,10590
Happy Days,-,TV Series,"['Comedy', 'Family', 'Music']",7.4,0,30,Color,English,0,https://www.imdb.com/title/tt0070992/,14494
Second Act ,2018,Movie,"['Comedy', 'Drama', 'Romance']",5.8,46,103,Color,English,0,https://www.imdb.com/title/tt2126357/,15337
The Heiress ,1949,Movie,"['Drama', 'Romance']",8.2,0,115, Black and White,English,0,https://www.imdb.com/title/tt0041452/,12098
La montaña sagrada ,1973,Movie,"['Adventure', 'Drama', 'Fantasy']",7.9,0,114,Color,Spanish,95858,https://www.imdb.com/title/tt0071615/,32193
The Wife ,2017,Movie,['Drama'],7.2,77,99,Color,English,18205312,https://www.imdb.com/title/tt3750872/,27426
It's a Mad Mad Mad Mad World ,1963,Movie,"['Action', 'Adventure', 'Comedy', 'Crime']",7.5,59,154,Color,English,0,https://www.imdb.com/title/tt0057193/,35145
Despicable Me ,2010,Movie,"['Animation', 'Comedy', 'Family', 'Fantasy']",7.6,72,95,Color,English,0,https://www.imdb.com/title/tt1323594/,470042
The Riot Club ,2014,Movie,"['Drama', 'Thriller']",6,54,107,Color,English,0,https://www.imdb.com/title/tt2717860/,19969
Despicable Me ,2010,Movie,"['Animation', 'Comedy', 'Family', 'Fantasy']",7.6,72,95,Color,English,543113985,https://www.imdb.com/title/tt1323594/,470068
The Riot Club ,2014,Movie,"['Drama', 'Thriller']",6,54,107,Color,English,2147734,https://www.imdb.com/title/tt2717860/,19970
A.P. Bio,-,TV Series,['Comedy'],7.2,0,21,Color,English,0,https://www.imdb.com/title/tt6461726/,7610
Rio Lobo ,1970,Movie,"['Adventure', 'Romance', 'War', 'Western']",6.8,55,114,Color,English,0,https://www.imdb.com/title/tt0066301/,9529
Mars Attacks! ,1996,Movie,"['Comedy', 'Sci-Fi']",6.3,52,106,Color,English,101371017,https://www.imdb.com/title/tt0116996/,198584
Battleship ,2012,Movie,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",5.8,41,131,Color,English,303025485,https://www.imdb.com/title/tt1440129/,226670
Everest ,2015,Movie,"['Adventure', 'Biography', 'Drama', 'Thriller']",7.1,64,121,Color,English,203427584,https://www.imdb.com/title/tt2719848/,183101
Project X ,2012,Movie,['Comedy'],6.6,48,88,Color,English,102731865,https://www.imdb.com/title/tt1636826/,179394
Dogville ,2003,Movie,"['Crime', 'Drama']",8,60,178,Color,English,16689283,https://www.imdb.com/title/tt0276919/,127759
The Do-Over ,2016,Movie,"['Action', 'Adventure', 'Comedy', 'Mystery']",5.7,22,108,Color,English,0,https://www.imdb.com/title/tt4769836/,34495
Naruto,-,TV Series,"['Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Thriller']",8.2,0,24,Color,Japanese,0,https://www.imdb.com/title/tt0409591/,57996
The Rider ,2017,Movie,"['Drama', 'Western']",7.4,92,104,Color,English,3389165,https://www.imdb.com/title/tt6217608/,10571
