Name,Year,Type,Genre,MovieScore,Metascore,Duration,MovieColor,MovieLanguage,MovieWorldwideGross,MovieURL,Total_Votes
After Life,-,TV Series,"['Comedy', 'Drama']",8.4,0,30,Color,English,0,https://www.imdb.com/title/tt8398600/,41719
Wonder Park ,2019,Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",5.8,45,85,Color,English,119559110,https://www.imdb.com/title/tt6428676/,5766
Van Helsing,-,TV Series,"['Action', 'Drama', 'Fantasy', 'Horror']",6.1,0,60,Color,English,0,https://www.imdb.com/title/tt5197820/,14399
30 Rock,-,TV Series,['Comedy'],8.2,0,22,Color,English,0,https://www.imdb.com/title/tt0496424/,105100
Skins,-,TV Series,['Drama'],8.2,0,0,Color,English,0,https://www.imdb.com/title/tt0840196/,69631
Supervized ,2019,Movie,['Comedy'],4.6,47,90,Color,English,0,https://www.imdb.com/title/tt7302054/,227
Overboard ,2018,Movie,"['Comedy', 'Romance']",5.9,42,112,Color,English,91244913,https://www.imdb.com/title/tt1563742/,27576
Black Hawk Down ,2001,Movie,"['Drama', 'History', 'War']",7.7,74,144,Color,English,172989651,https://www.imdb.com/title/tt0265086/,343221
12 Years a Slave ,2013,Movie,"['Biography', 'Drama', 'History']",8.1,96,134,Color,English,187733202,https://www.imdb.com/title/tt2024544/,584828
The Order,-,TV Series,"['Drama', 'Fantasy', 'Horror']",6.9,0,60,Color,English,0,https://www.imdb.com/title/tt8295472/,10946
NCIS: New Orleans,-,TV Series,"['Crime', 'Drama', 'Mystery']",6.8,0,42,Color,English,0,https://www.imdb.com/title/tt3560084/,12957
Pride & Prejudice ,2005,Movie,"['Drama', 'Romance']",7.8,82,129,Color,English,120191768,https://www.imdb.com/title/tt0414387/,233301
Monk,-,TV Series,"['Comedy', 'Crime', 'Drama', 'Mystery']",7.9,0,44,Color,English,0,https://www.imdb.com/title/tt0312172/,59905
Oblivion ,2013,Movie,"['Action', 'Adventure', 'Sci-Fi']",7,54,124,Color,English,286168572,https://www.imdb.com/title/tt1483013/,458643
This Is the End ,2013,Movie,['Comedy'],6.6,67,107,Color,English,126041322,https://www.imdb.com/title/tt1245492/,364089
Weeds,-,TV Series,"['Comedy', 'Crime', 'Drama']",7.9,0,28,Color,English,0,https://www.imdb.com/title/tt0439100/,98096
Stripes ,1981,Movie,"['Comedy', 'War']",6.9,68,106,Color,English,85297000,https://www.imdb.com/title/tt0083131/,59738
Me Before You ,2016,Movie,"['Drama', 'Romance']",7.4,51,106,Color,English,208314186,https://www.imdb.com/title/tt2674426/,179983
The Cabin in the Woods ,2011,Movie,['Horror'],7,72,95,Color,English,94348403,https://www.imdb.com/title/tt1259521/,343220
Just Go with It ,2011,Movie,"['Comedy', 'Romance']",6.4,33,117,Color,English,214945591,https://www.imdb.com/title/tt1564367/,204553
The Fosters,-,TV Series,"['Drama', 'Romance']",7.9,0,60,Color,English,0,https://www.imdb.com/title/tt2262532/,22942
Private Eyes,-,TV Series,"['Comedy', 'Crime', 'Drama', 'Mystery']",7.3,0,43,Color,English,0,https://www.imdb.com/title/tt5722298/,2572
The Alienist,-,TV Series,"['Drama', 'Mystery']",7.7,0,60,Color,English,0,https://www.imdb.com/title/tt4604612/,29039
Los Espookys,-,TV Series,"['Comedy', 'Horror']",7.4,0,0,Color,Spanish,0,https://www.imdb.com/title/tt7721046/,851
Annabelle: Creation ,2017,Movie,"['Horror', 'Mystery', 'Thriller']",6.5,62,109,Color,English,306515884,https://www.imdb.com/title/tt5140878/,96163
Gerald's Game ,2017,Movie,"['Drama', 'Horror', 'Thriller']",6.6,77,103,Color,English,0,https://www.imdb.com/title/tt3748172/,69118
Bill & Ted's Excellent Adventure ,1989,Movie,"['Adventure', 'Comedy', 'Music', 'Sci-Fi']",6.9,44,90,Color,English,40485039,https://www.imdb.com/title/tt0096928/,102059
Imposters,-,TV Series,"['Comedy', 'Crime', 'Drama', 'Mystery']",7.8,0,41,Color,English,0,https://www.imdb.com/title/tt5212822/,8511
Murdoch Mysteries,-,TV Series,"['Crime', 'Drama', 'Mystery']",8.1,0,48,Color,English,0,https://www.imdb.com/title/tt1091909/,8770
Scream ,1996,Movie,"['Horror', 'Mystery']",7.2,65,111,Color,English,173046663,https://www.imdb.com/title/tt0117571/,263707
Psycho ,1960,Movie,"['Horror', 'Mystery', 'Thriller']",8.5,97,109, Black and White,English,32000000,https://www.imdb.com/title/tt0054215/,547329
Hot Fuzz ,2007,Movie,"['Action', 'Comedy', 'Mystery']",7.8,81,121,Color,English,80577265,https://www.imdb.com/title/tt0425112/,430845
Travelers,-,TV Series,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",8.1,0,45,Color,English,0,https://www.imdb.com/title/tt5651844/,37829
The Equalizer ,2014,Movie,"['Action', 'Crime', 'Thriller']",7.2,57,132,Color,English,192330738,https://www.imdb.com/title/tt0455944/,306825
Vera,-,TV Series,"['Crime', 'Drama', 'Mystery']",7.9,0,90,Color,English,0,https://www.imdb.com/title/tt1693592/,7059
Snow White and the Huntsman ,2012,Movie,"['Action', 'Adventure', 'Drama', 'Fantasy']",6.1,57,127,Color,English,396592829,https://www.imdb.com/title/tt1735898/,260945
Hercules ,1997,Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical', 'Romance']",7.3,74,93,Color,English,252712101,https://www.imdb.com/title/tt0119282/,186046
El embarcadero,-,TV Series,"['Drama', 'Mystery']",7.3,0,50,Color,Spanish,0,https://www.imdb.com/title/tt8297022/,1174
Daniel Isn't Real ,2019,Movie,['Thriller'],6.4,0,96,Color,English,0,https://www.imdb.com/title/tt8745960/,151
Shetland,-,TV Series,"['Crime', 'Drama', 'Mystery']",8.1,0,60,Color,English,0,https://www.imdb.com/title/tt2396135/,8284
Murder on the Orient Express ,2017,Movie,"['Crime', 'Drama', 'Mystery']",6.5,52,114,Color,English,352789811,https://www.imdb.com/title/tt3402236/,182581
Rocky ,1976,Movie,"['Drama', 'Sport']",8.1,70,120,Color,English,117235147,https://www.imdb.com/title/tt0075148/,479051
"Girl, Interrupted ",1999,Movie,"['Biography', 'Drama']",7.3,51,127,Color,English,48350205,https://www.imdb.com/title/tt0172493/,149717
New Amsterdam,-,TV Series,['Drama'],8.1,0,43,Color,English,0,https://www.imdb.com/title/tt7817340/,10587
Star Wars: Episode VII - The Force Awakens ,2015,Movie,"['Action', 'Adventure', 'Sci-Fi']",8,81,138,Color,English,2068223624,https://www.imdb.com/title/tt2488496/,792892
Platoon ,1986,Movie,"['Drama', 'War']",8.1,92,120,Color,English,138545632,https://www.imdb.com/title/tt0091763/,355485
Wine Country ,2019,Movie,['Comedy'],5.4,56,103,Color,English,0,https://www.imdb.com/title/tt8169446/,14162
Love Island,-,TV Series,"['Reality-TV', 'Romance']",5.1,0,60,Color,English,0,https://www.imdb.com/title/tt4770018/,1727
Kim's Convenience,-,TV Series,['Comedy'],8,0,22,Color,English,0,https://www.imdb.com/title/tt5912064/,4310
The Lodge ,2019,Movie,"['Drama', 'Horror', 'Thriller']",6.7,68,100,Color,English,0,https://www.imdb.com/title/tt7347846/,354
Hart of Dixie,-,TV Series,"['Comedy', 'Drama', 'Romance']",7.7,0,60,Color,English,0,https://www.imdb.com/title/tt1832979/,41563
Pirates of the Caribbean: The Curse of the Black Pearl ,2003,Movie,"['Action', 'Adventure', 'Fantasy']",8,63,143,Color,English,654264015,https://www.imdb.com/title/tt0325980/,972288
Frozen ,2013,Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",7.5,74,102,Color,English,1274219009,https://www.imdb.com/title/tt2294629/,523542
Gravity ,2013,Movie,"['Drama', 'Sci-Fi', 'Thriller']",7.7,96,91,Color,English,723192705,https://www.imdb.com/title/tt1454468/,718699
The Hunger Games: Mockingjay - Part 1 ,2014,Movie,"['Action', 'Adventure', 'Sci-Fi', 'Thriller']",6.6,64,123,Color,English,755356711,https://www.imdb.com/title/tt1951265/,383918
To All the Boys I've Loved Before ,2018,Movie,"['Drama', 'Romance']",7.2,64,99,Color,English,0,https://www.imdb.com/title/tt3846674/,66871
Beautiful Boy ,2018,Movie,"['Biography', 'Drama']",7.3,62,120,Color,English,16540848,https://www.imdb.com/title/tt1226837/,34251
Silent Witness,-,TV Series,"['Crime', 'Drama', 'Mystery']",7.8,0,60,Color,English,0,https://www.imdb.com/title/tt0115355/,4764
Terminator Genisys ,2015,Movie,"['Action', 'Adventure', 'Sci-Fi']",6.4,38,126,Color,English,440603537,https://www.imdb.com/title/tt1340138/,237489
Buffy the Vampire Slayer ,1992,Movie,"['Action', 'Comedy', 'Fantasy', 'Horror']",5.6,48,86,Color,English,16624456,https://www.imdb.com/title/tt0103893/,37426
Memento ,2000,Movie,"['Mystery', 'Thriller']",8.4,80,113, Black and White,English,39723096,https://www.imdb.com/title/tt0209144/,1042563
Riviera,-,TV Series,"['Drama', 'Thriller']",6.6,0,60,Color,English,0,https://www.imdb.com/title/tt5936448/,5040
"Il buono, il brutto, il cattivo ",1966,Movie,['Western'],8.8,90,161,Color,Italian,25252481,https://www.imdb.com/title/tt0060196/,632785
The Twilight Zone,-,TV Series,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",5.8,0,60,Color,English,0,https://www.imdb.com/title/tt2583620/,7950
Men in Black 3 ,2012,Movie,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",6.8,58,106,Color,English,624026776,https://www.imdb.com/title/tt1409024/,315313
Catch Me If You Can ,2002,Movie,"['Biography', 'Crime', 'Drama']",8.1,75,141,Color,English,352114312,https://www.imdb.com/title/tt0264464/,733344
E.T. the Extra-Terrestrial ,1982,Movie,"['Family', 'Sci-Fi']",7.8,91,115,Color,English,792910554,https://www.imdb.com/title/tt0083866/,341493
The Nice Guys ,2016,Movie,"['Action', 'Comedy', 'Crime', 'Mystery', 'Thriller']",7.4,70,116,Color,English,62788218,https://www.imdb.com/title/tt3799694/,245648
Fantastic Four ,2015,Movie,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",4.3,27,100,Color,English,167882881,https://www.imdb.com/title/tt1502712/,141697
Charmed,-,TV Series,"['Drama', 'Fantasy']",4.4,0,43,Color,English,0,https://www.imdb.com/title/tt6394324/,10040
Le chant du loup ,2019,Movie,"['Action', 'Thriller']",7,0,115,Color,French,12390711,https://www.imdb.com/title/tt7458762/,6744
The Hate U Give ,2018,Movie,"['Crime', 'Drama']",7.3,81,133,Color,English,34934009,https://www.imdb.com/title/tt5580266/,20816
Independence Day ,1996,Movie,"['Action', 'Adventure', 'Sci-Fi']",7,59,145,Color,English,817400891,https://www.imdb.com/title/tt0116629/,500309
Hansel & Gretel: Witch Hunters ,2013,Movie,"['Action', 'Fantasy', 'Horror']",6.1,23,88,Color,English,226349749,https://www.imdb.com/title/tt1428538/,185236
Eternal Sunshine of the Spotless Mind ,2004,Movie,"['Drama', 'Romance', 'Sci-Fi']",8.3,89,108,Color,English,72258126,https://www.imdb.com/title/tt0338013/,835715
Goliath,-,TV Series,['Drama'],8.2,0,60,Color,English,0,https://www.imdb.com/title/tt4687880/,25874
The Best of Enemies ,2019,Movie,"['Biography', 'Drama', 'History']",6.9,49,133,Color,English,10209813,https://www.imdb.com/title/tt4807408/,3746
Malcolm in the Middle,-,TV Series,"['Comedy', 'Family']",8,0,22,Color,English,0,https://www.imdb.com/title/tt0212671/,109551
Spectre ,2015,Movie,"['Action', 'Adventure', 'Thriller']",6.8,60,148,Color,English,880674609,https://www.imdb.com/title/tt2379713/,356299
The Golden Girls,-,TV Series,"['Comedy', 'Drama']",7.9,0,30,Color,English,0,https://www.imdb.com/title/tt0088526/,28206
The Mummy ,2017,Movie,"['Action', 'Adventure', 'Fantasy', 'Thriller']",5.5,34,110,Color,English,409231607,https://www.imdb.com/title/tt2345759/,158100
Prometheus ,2012,Movie,"['Adventure', 'Mystery', 'Sci-Fi']",7,64,124,Color,English,403354469,https://www.imdb.com/title/tt1446714/,542863
Batman Forever ,1995,Movie,"['Action', 'Adventure', 'Fantasy']",5.4,51,121,Color,English,336567531,https://www.imdb.com/title/tt0112462/,222495
Rim of the World ,2019,Movie,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",5.1,0,98,Color,English,0,https://www.imdb.com/title/tt8179388/,14063
Space Cowboys ,2000,Movie,"['Action', 'Adventure', 'Thriller']",6.4,73,130, Black and White,English,128884132,https://www.imdb.com/title/tt0186566/,69409
The World Is Not Enough ,1999,Movie,"['Action', 'Adventure', 'Thriller']",6.4,57,128,Color,English,361832400,https://www.imdb.com/title/tt0143145/,177657
True Grit ,2010,Movie,"['Drama', 'Western']",7.6,80,110,Color,English,252276927,https://www.imdb.com/title/tt1403865/,287603
American Graffiti ,1973,Movie,"['Comedy', 'Drama']",7.4,97,110,Color,English,115000000,https://www.imdb.com/title/tt0069704/,75687
Scandal,-,TV Series,"['Drama', 'Thriller']",7.7,0,43,Color,English,0,https://www.imdb.com/title/tt1837576/,64137
The Incredible Hulk ,2008,Movie,"['Action', 'Adventure', 'Sci-Fi']",6.7,61,112,Color,English,263427551,https://www.imdb.com/title/tt0800080/,408194
Aadai ,2019,Movie,"['Drama', 'Thriller']",6.5,0,143,Color,Tamil,0,https://www.imdb.com/title/tt8944398/,558
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe ",2005,Movie,"['Adventure', 'Family', 'Fantasy']",6.9,75,143,Color,English,745013115,https://www.imdb.com/title/tt0363771/,343494
The Town ,2010,Movie,"['Crime', 'Drama', 'Thriller']",7.5,74,125,Color,English,154026136,https://www.imdb.com/title/tt0840361/,326018
The Dish ,2000,Movie,"['Comedy', 'Drama', 'History']",7.1,74,101,Color,English,16575074,https://www.imdb.com/title/tt0205873/,14515
Fury ,2014,Movie,"['Action', 'Drama', 'War']",7.6,64,134,Color,English,211817906,https://www.imdb.com/title/tt2713180/,387623
Captain Fantastic ,2016,Movie,"['Comedy', 'Drama']",7.9,72,118,Color,English,22787101,https://www.imdb.com/title/tt3553976/,163622
El Hijo ,2019,Movie,['Thriller'],5.4,0,92,Color,Spanish,244401,https://www.imdb.com/title/tt8160262/,1752
Lady Bird ,2017,Movie,"['Comedy', 'Drama']",7.4,94,94,Color,English,78965611,https://www.imdb.com/title/tt4925292/,184228
Ex Machina ,2014,Movie,"['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",7.7,78,108, Black and White,English,36869414,https://www.imdb.com/title/tt0470752/,431602
Yip Man ngoi zyun: Cheung Tin Chi ,2018,Movie,"['Action', 'Crime']",6.5,72,107,Color,Cantonese,21832649,https://www.imdb.com/title/tt7262882/,3593
Stargate: Atlantis,-,TV Series,"['Action', 'Adventure', 'Drama', 'Sci-Fi']",8.1,0,44,Color,English,0,https://www.imdb.com/title/tt0374455/,57597
White Collar,-,TV Series,"['Comedy', 'Crime', 'Drama', 'Mystery']",8.2,0,40,Color,English,0,https://www.imdb.com/title/tt1358522/,111296
The Deuce,-,TV Series,['Drama'],8.1,0,60,Color,English,0,https://www.imdb.com/title/tt4998350/,18589
Nymphomaniac: Vol. I ,2013,Movie,['Drama'],6.9,64,117,Color,English,10334503,https://www.imdb.com/title/tt1937390/,108301
American Made ,2017,Movie,"['Action', 'Biography', 'Comedy', 'Crime']",7.1,65,115,Color,English,134866593,https://www.imdb.com/title/tt3532216/,136384
In Bruges ,2008,Movie,"['Comedy', 'Crime', 'Drama', 'Thriller']",7.9,67,107,Color,English,33394440,https://www.imdb.com/title/tt0780536/,366313
The Mummy ,1999,Movie,"['Action', 'Adventure', 'Fantasy']",7,48,124,Color,English,415933406,https://www.imdb.com/title/tt0120616/,370333
Nocturnal Animals ,2016,Movie,"['Drama', 'Thriller']",7.5,67,116,Color,English,30311857,https://www.imdb.com/title/tt4550098/,209993
World War Z ,2013,Movie,"['Action', 'Adventure', 'Horror', 'Sci-Fi', 'Thriller']",7,63,116,Color,English,540007876,https://www.imdb.com/title/tt0816711/,559856
Night School ,2018,Movie,['Comedy'],5.6,43,111,Color,English,103105878,https://www.imdb.com/title/tt6781982/,26443
A Knight's Tale ,2001,Movie,"['Action', 'Adventure', 'Romance']",6.9,56,132,Color,English,117487473,https://www.imdb.com/title/tt0183790/,159176
Romeo + Juliet ,1996,Movie,"['Drama', 'Romance']",6.7,60,120,Color,English,151841661,https://www.imdb.com/title/tt0117509/,197467
Medici,-,TV Series,"['Biography', 'Drama', 'History', 'Mystery', 'Romance', 'Thriller']",7.9,0,60,Color,English,0,https://www.imdb.com/title/tt5057130/,12064
Drive ,2011,Movie,"['Crime', 'Drama']",7.8,78,100,Color,English,76176032,https://www.imdb.com/title/tt0780504/,527653
White Chicks ,2004,Movie,"['Comedy', 'Crime']",5.6,41,109,Color,English,113086475,https://www.imdb.com/title/tt0381707/,120517
Black-ish,-,TV Series,['Comedy'],7.1,0,22,Color,English,0,https://www.imdb.com/title/tt3487356/,17249
Hall Pass ,2011,Movie,"['Comedy', 'Romance']",5.8,45,105,Color,English,83160734,https://www.imdb.com/title/tt0480687/,114694
The Prodigy ,2019,Movie,"['Horror', 'Thriller']",5.9,45,92,Color,English,21150265,https://www.imdb.com/title/tt4504044/,14959
Weathering With You ,2019,Movie,"['Animation', 'Drama', 'Fantasy', 'Romance']",7.8,0,111,Color,Japanese,103793589,https://www.imdb.com/title/tt9426210/,1420
I Got the Hook Up 2 ,2019,Movie,['Comedy'],3.7,0,107,Color,English,252293,https://www.imdb.com/title/tt8228884/,226
Harry Potter and the Chamber of Secrets ,2002,Movie,"['Adventure', 'Family', 'Fantasy', 'Mystery']",7.4,63,161,Color,English,879465594,https://www.imdb.com/title/tt0295297/,500478
The Magnificent Seven ,2016,Movie,"['Action', 'Adventure', 'Western']",6.9,54,132,Color,English,162360636,https://www.imdb.com/title/tt2404435/,170801
The Lord of the Rings: The Two Towers ,2002,Movie,"['Adventure', 'Drama', 'Fantasy']",8.7,87,179,Color,English,927600630,https://www.imdb.com/title/tt0167261/,1370617
The Time Machine ,1960,Movie,"['Adventure', 'Romance', 'Sci-Fi', 'Thriller']",7.6,0,103,Color,English,5902,https://www.imdb.com/title/tt0054387/,33426
Grown Ups ,2010,Movie,['Comedy'],5.9,30,102,Color,English,271430189,https://www.imdb.com/title/tt1375670/,213537
Salò o le 120 giornate di Sodoma ,1975,Movie,"['Drama', 'Horror', 'War']",5.9,0,117,Color,Italian,22017,https://www.imdb.com/title/tt0073650/,48939
On the Basis of Sex ,2018,Movie,"['Biography', 'Drama']",6.9,59,120,Color,English,38673750,https://www.imdb.com/title/tt4669788/,14572
American Hustle ,2013,Movie,"['Crime', 'Drama']",7.2,90,138,Color,English,251171807,https://www.imdb.com/title/tt1800241/,421964
Future Man,-,TV Series,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",7.8,0,30,Color,English,0,https://www.imdb.com/title/tt4975856/,15881
Weird Science ,1985,Movie,"['Comedy', 'Romance', 'Sci-Fi']",6.6,46,94,Color,English,38934048,https://www.imdb.com/title/tt0090305/,73723
Climax ,2018,Movie,"['Drama', 'Horror', 'Music', 'Thriller']",7.2,67,97,Color,French,2027391,https://www.imdb.com/title/tt8359848/,29142
The Last Black Man in San Francisco ,2019,Movie,['Drama'],7.6,84,121,Color,English,4515719,https://www.imdb.com/title/tt4353250/,3097
Wild Bill,-,TV Series,"['Crime', 'Drama', 'Mystery']",6.7,0,0,Color,English,0,https://www.imdb.com/title/tt9118930/,986
Rome,-,TV Series,"['Action', 'Drama', 'History', 'Romance', 'War']",8.7,0,90,Color,English,0,https://www.imdb.com/title/tt0384766/,143165
The Girl with the Dragon Tattoo ,2011,Movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",7.8,71,158,Color,English,232617430,https://www.imdb.com/title/tt1568346/,391586
Bloodline,-,TV Series,"['Drama', 'Thriller']",8,0,60,Color,English,0,https://www.imdb.com/title/tt3520702/,39461
Birdman or  ,2014,Movie,"['Comedy', 'Drama']",7.7,87,119,Color,English,103215094,https://www.imdb.com/title/tt2562232/,527190
There Will Be Blood ,2007,Movie,['Drama'],8.1,93,158,Color,English,76181545,https://www.imdb.com/title/tt0469494/,469694
Trainspotting ,1996,Movie,['Drama'],8.1,83,93,Color,English,16593356,https://www.imdb.com/title/tt0117951/,595357
Full House,-,TV Series,"['Comedy', 'Drama', 'Family']",6.7,0,22,Color,English,0,https://www.imdb.com/title/tt0092359/,49336
Life ,2017,Movie,"['Horror', 'Sci-Fi', 'Thriller']",6.6,54,104,Color,English,100541806,https://www.imdb.com/title/tt5442430/,186323
Andi Mack,-,TV Series,"['Comedy', 'Family']",7.2,0,25,Color,English,0,https://www.imdb.com/title/tt5195114/,1663
True Story ,2015,Movie,"['Crime', 'Drama', 'Mystery', 'Thriller']",6.3,50,99,Color,English,5261595,https://www.imdb.com/title/tt2273657/,54804
Coming to America ,1988,Movie,"['Comedy', 'Romance']",7,47,116,Color,English,288752301,https://www.imdb.com/title/tt0094898/,148551
The Accountant ,2016,Movie,"['Action', 'Crime', 'Drama', 'Thriller']",7.3,51,128,Color,English,155160045,https://www.imdb.com/title/tt2140479/,236980
Moneyball ,2011,Movie,"['Biography', 'Drama', 'Sport']",7.6,87,133,Color,English,110206216,https://www.imdb.com/title/tt1210166/,330817
Stardust ,2007,Movie,"['Adventure', 'Family', 'Fantasy', 'Romance']",7.6,66,127,Color,English,135560026,https://www.imdb.com/title/tt0486655/,240636
Dragged Across Concrete ,2018,Movie,"['Action', 'Crime', 'Drama', 'Thriller']",7,60,159,Color,English,643165,https://www.imdb.com/title/tt6491178/,21212
Slasher,-,TV Series,"['Drama', 'Horror', 'Mystery']",6.7,0,60,Color,English,0,https://www.imdb.com/title/tt4667888/,9420
Slaughterhouse Rulez ,2018,Movie,"['Action', 'Comedy', 'Horror', 'Thriller']",5.2,39,104,Color,English,730762,https://www.imdb.com/title/tt6905696/,5984
Pan's Labyrinth ,2006,Movie,"['Drama', 'Fantasy', 'War']",8.2,98,118,Color,Spanish,83258226,https://www.imdb.com/title/tt0457430/,578519
Moon ,2009,Movie,"['Drama', 'Mystery', 'Sci-Fi']",7.9,67,97,Color,English,9760104,https://www.imdb.com/title/tt1182345/,314878
Ant-Man ,2015,Movie,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",7.3,64,117,Color,English,519311965,https://www.imdb.com/title/tt0478970/,514361
Futurama,-,TV Series,"['Animation', 'Comedy', 'Sci-Fi']",8.4,0,22,Color,English,0,https://www.imdb.com/title/tt0149460/,198821
The IT Crowd,-,TV Series,['Comedy'],8.5,0,25,Color,English,0,https://www.imdb.com/title/tt0487831/,120183
Playmobil: The Movie ,2019,Movie,"['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy']",4.5,25,99,Color,English,5760563,https://www.imdb.com/title/tt4199898/,551
Mission: Impossible - Rogue Nation ,2015,Movie,"['Action', 'Adventure', 'Thriller']",7.4,75,131,Color,English,682714267,https://www.imdb.com/title/tt2381249/,316480
Sherlock Holmes ,2009,Movie,"['Action', 'Adventure', 'Crime', 'Mystery', 'Thriller']",7.6,57,128,Color,English,524028679,https://www.imdb.com/title/tt0988045/,553376
Lion ,2016,Movie,"['Biography', 'Drama']",8,69,118,Color,English,140312928,https://www.imdb.com/title/tt3741834/,186084
V for Vendetta ,2005,Movie,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",8.2,62,132,Color,English,132511035,https://www.imdb.com/title/tt0434409/,962071
Boku no Hero Academia,-,TV Series,"['Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",8.5,0,24,Color,Japanese,0,https://www.imdb.com/title/tt5626028/,19018
Molly's Game ,2017,Movie,"['Biography', 'Crime', 'Drama']",7.5,71,140,Color,English,59284015,https://www.imdb.com/title/tt4209788/,108789
Vox Lux ,2018,Movie,"['Drama', 'Music']",6,67,114,Color,English,1334798,https://www.imdb.com/title/tt5960374/,10992
Dirilis: Ertugrul,-,TV Series,"['Action', 'Adventure', 'Drama', 'History', 'War']",7.5,0,0,Color,Turkish,0,https://www.imdb.com/title/tt4320258/,18540
Spaceballs ,1987,Movie,"['Adventure', 'Comedy', 'Sci-Fi']",7.1,46,96,Color,English,38119483,https://www.imdb.com/title/tt0094012/,160493
Dear Comrade ,2019,Movie,"['Action', 'Drama', 'Romance']",7.3,0,169,Color,Telugu,164714,https://www.imdb.com/title/tt8388508/,1715
Wanted ,2008,Movie,"['Action', 'Crime', 'Fantasy', 'Thriller']",6.7,64,110,Color,English,341432090,https://www.imdb.com/title/tt0493464/,343510
Happy Death Day ,2017,Movie,"['Horror', 'Mystery', 'Thriller']",6.5,58,96,Color,English,125479266,https://www.imdb.com/title/tt5308322/,92621
La vie d'Adèle ,2013,Movie,"['Drama', 'Romance']",7.8,88,180,Color,French,7379806,https://www.imdb.com/title/tt2278871/,126298
The Rain,-,TV Series,"['Sci-Fi', 'Thriller']",6.3,0,321,Color,Danish,0,https://www.imdb.com/title/tt6656238/,22629
Lethal Weapon ,1987,Movie,"['Action', 'Crime', 'Thriller']",7.6,68,109,Color,English,120207127,https://www.imdb.com/title/tt0093409/,221611
Jessie,-,TV Series,"['Comedy', 'Family']",5.8,0,30,Color,English,0,https://www.imdb.com/title/tt1865769/,11117
Star Wars: Episode I - The Phantom Menace ,1999,Movie,"['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",6.5,51,136,Color,English,1027082707,https://www.imdb.com/title/tt0120915/,661968
Sing ,2016,Movie,"['Animation', 'Comedy', 'Family', 'Musical']",7.1,59,108,Color,English,634151679,https://www.imdb.com/title/tt3470600/,119067
BH90210,-,TV Series,"['Comedy', 'Drama', 'Romance']",7,0,0,Color,English,0,https://www.imdb.com/title/tt8179162/,2071
Legend ,2015,Movie,"['Biography', 'Crime', 'Drama', 'Thriller']",6.9,55,132,Color,English,42972994,https://www.imdb.com/title/tt3569230/,141538
Pitch Perfect ,2012,Movie,"['Comedy', 'Music', 'Romance']",7.2,66,112,Color,English,115350426,https://www.imdb.com/title/tt1981677/,259398
"Perpetual Grace, LTD",-,TV Series,['Drama'],7.5,0,0,Color,English,0,https://www.imdb.com/title/tt8912384/,983
Drunk History,-,TV Series,"['Comedy', 'History']",7.8,0,22,Color,English,0,https://www.imdb.com/title/tt2712612/,7847
Twin Peaks,-,TV Series,"['Crime', 'Drama', 'Fantasy', 'Mystery', 'Thriller']",8.5,0,60,Color,English,0,https://www.imdb.com/title/tt4093826/,45254
The Little Mermaid ,1989,Movie,"['Animation', 'Family', 'Fantasy', 'Musical', 'Romance']",7.6,88,83,Color,English,274176364,https://www.imdb.com/title/tt0097757/,217111
Harrow,-,TV Series,['Drama'],7.5,0,60,Color,English,0,https://www.imdb.com/title/tt7242816/,3294
Ghost in the Shell ,2017,Movie,"['Action', 'Drama', 'Sci-Fi', 'Thriller']",6.4,52,107,Color,English,169801921,https://www.imdb.com/title/tt1219827/,180207
The Curious Case of Benjamin Button ,2008,Movie,"['Drama', 'Fantasy', 'Romance']",7.8,70,166,Color,English,333932083,https://www.imdb.com/title/tt0421715/,545705
Flash Gordon ,1980,Movie,"['Action', 'Adventure', 'Sci-Fi']",6.5,58,111,Color,English,27107960,https://www.imdb.com/title/tt0080745/,46452
Six Feet Under,-,TV Series,"['Comedy', 'Drama']",8.7,0,55,Color,English,0,https://www.imdb.com/title/tt0248654/,112054
Bright ,2017,Movie,"['Action', 'Crime', 'Fantasy', 'Thriller']",6.4,29,117,Color,English,0,https://www.imdb.com/title/tt5519340/,151031
Blown Away,-,TV Series,['Reality-TV'],6.7,0,0,Color,English,0,https://www.imdb.com/title/tt9908860/,957
